%time,field.stamp,field.reference_magenc,field.measure_magenc
1718603852214798144,1718603852216027605,15065,18670
1718603852315942984,1718603852317027605,15063,18702
1718603852417598531,1718603852418027605,15064,18693
1718603852518175424,1718603852519027605,15065,18672
1718603852618732809,1718603852620027605,15066,18671
1718603852821482329,1718603852822027605,15063,18670
1718603852922568590,1718603852923027605,15062,18665
1718603853022744122,1718603853024027605,15063,18671
1718603853124248526,1718603853125027605,15064,18690
1718603853224945885,1718603853226027605,15064,18660
1718603853327270934,1718603853327027605,15065,18705
1718603853426566788,1718603853428027605,15064,18694
1718603853528071304,1718603853529027605,15064,18699
1718603853629539121,1718603853630027605,15065,18704
1718603853730521994,1718603853731394149,15065,18662
1718603853936450330,1718603853933394149,15065,18664
1718603854032957145,1718603854034394149,15064,18678
1718603854134693604,1718603854135394149,15064,18696
1718603854234822980,1718603854236394149,15064,18692
1718603854336037157,1718603854337394149,15065,18696
1718603854437321579,1718603854438394149,15065,18683
1718603854537622473,1718603854539394149,15064,18694
1718603854638880012,1718603854640394149,15065,18707
1718603854740813677,1718603854741394149,15065,18685
1718603854841435126,1718603854842394149,15062,18671
1718603854942550048,1718603854943394149,15065,18692
1718603855144104152,1718603855145394149,15066,18673
1718603855245214429,1718603855246394149,15066,18706
1718603855346700227,1718603855347394149,15065,18672
1718603855446535885,1718603855448394149,15063,18692
1718603855548167545,1718603855549394149,15064,18681
1718603855648767150,1718603855650394149,15063,18682
1718603855750812341,1718603855751394149,15063,18700
1718603855851559652,1718603855852394149,15064,18659
1718603855952105660,1718603855953394149,15065,18686
1718603856053690939,1718603856054394149,15065,18688
1718603856260751290,1718603856256928779,15065,18684
1718603856356396292,1718603856357928779,15065,18681
1718603856457485004,1718603856458928779,15065,18662
1718603856557520326,1718603856559928779,15064,18695
1718603856659521477,1718603856660928779,15065,18687
1718603856759835086,1718603856761928779,15064,18677
1718603856861391132,1718603856862928779,15066,18689
1718603856962319298,1718603856963928779,15064,18677
1718603857062767916,1718603857064928779,15065,18662
1718603857164209332,1718603857165928779,15066,18675
1718603857265299101,1718603857266928779,15064,18668
1718603857467499876,1718603857468928779,15064,18662
1718603857567630905,1718603857569928779,15067,18678
1718603857669587250,1718603857670928779,15062,18643
1718603857770406594,1718603857771928779,15065,18573
1718603857870557107,1718603857872928779,15063,18351
1718603857972097320,1718603857973928779,15063,18097
1718603858072966834,1718603858074928779,15063,17975
1718603858174384300,1718603858175928779,15064,18008
1718603858274508074,1718603858276928779,15063,18061
1718603858375972127,1718603858377928779,15062,17638
1718603858582376689,1718603858579928779,15061,17750
1718603858678744259,1718603858680928779,15060,17779
1718603858780979612,1718603858785765029,15064,17995
1718603858881389640,1718603858886765029,15060,18107
1718603858983125881,1718603858987765029,15031,17930
1718603859082539249,1718603859088765029,14971,17485
1718603859183919727,1718603859189765029,14964,17414
1718603859284386720,1718603859290765029,14911,17084
1718603859386201342,1718603859391765029,14174,12261
1718603859487683904,1718603859492765029,13028,7009
1718603859588610530,1718603859593765029,12962,6758
1718603859790443729,1718603859795765029,12439,5305
1718603859891539074,1718603859896765029,11337,2908
1718603859993177685,1718603859997765029,10985,2178
1718603860092544590,1718603860098765029,10365,453
1718603860194385124,1718603860199765029,9764,64718
1718603860294767593,1718603860300765029,9337,64000
1718603860395692251,1718603860401765029,8671,62809
1718603860496860219,1718603860502765029,8584,62689
1718603860598370096,1718603860603765029,8582,62651
1718603860699431296,1718603860704765029,8585,62717
1718603860906356416,1718603860906765029,6033,42231
1718603861002369561,1718603861007765029,5640,38951
1718603861103653797,1718603861108765029,6608,49600
1718603861203750155,1718603861209765029,6860,53282
1718603861305092521,1718603861306976654,6330,45564
1718603861406697102,1718603861407976654,4599,34998
1718603861506880147,1718603861508976654,3738,33316
1718603861608008170,1718603861609976654,3872,33557
1718603861709179512,1718603861710976654,4119,33989
1718603861810406365,1718603861811976654,3364,32676
1718603861911545050,1718603861912976654,1894,29874
1718603862113517564,1718603862114976654,1568,29253
1718603862214869075,1718603862215976654,1538,29187
1718603862315870463,1718603862316976654,167,25672
1718603862416180191,1718603862417976654,15579,21121
1718603862517025727,1718603862518976654,15234,18933
1718603862618582104,1718603862619976654,15235,18930
1718603862718818437,1718603862720976654,14722,15470
1718603862819821210,1718603862821976654,13282,7570
1718603862921319409,1718603862922976654,12089,4192
1718603863021891781,1718603863023976654,11888,3783
1718603863228724211,1718603863225976654,10856,1650
1718603863324864796,1718603863326976654,9737,64996
1718603863426916129,1718603863427976654,9615,64773
1718603863527583312,1718603863528976654,9615,64809
1718603863627706897,1718603863629976654,9385,64386
1718603863728938869,1718603863730976654,7865,60774
1718603863830158541,1718603863831128456,6353,45720
1718603863930983100,1718603863932128456,5443,37720
1718603864031959412,1718603864033128456,6455,47255
1718603864133453348,1718603864134128456,6610,49543
1718603864340893501,1718603864336128456,3400,32760
1718603864435999216,1718603864437128456,2382,30880
1718603864536798779,1718603864538128456,1920,29965
1718603864638106001,1718603864639128456,1927,29993
1718603864739615058,1718603864740128456,1930,29987
1718603864840669412,1718603864841128456,241,25921
1718603864941161789,1718603864942128456,14300,12671
1718603865042461555,1718603865043128456,12924,6345
1718603865143816374,1718603865144128456,12863,6173
1718603865243939011,1718603865245128456,12858,6171
1718603865345561874,1718603865346128456,12389,4900
1718603865551681871,1718603865548128456,9125,63935
1718603865647997377,1718603865649128456,8857,63360
1718603865749680127,1718603865750128456,8859,63445
1718603865850284671,1718603865851128456,8561,62803
1718603865951291390,1718603865952128456,6677,50724
1718603866052456280,1718603866053128456,4582,34908
1718603866153091688,1718603866154128456,3336,32631
1718603866254575540,1718603866255128456,3539,33004
1718603866354615193,1718603866356416561,3789,33410
1718603866455725741,1718603866457416561,3114,32256
1718603866664116800,1718603866659416561,15442,20346
1718603866759161631,1718603866760416561,14879,16605
1718603866860218363,1718603866861416561,14877,16565
1718603866961169527,1718603866962416561,14877,16565
1718603867062478203,1718603867063416561,13980,10808
1718603867163459813,1718603867164416561,12333,4764
1718603867264172685,1718603867265416561,11111,2187
1718603867364806905,1718603867366416561,11094,2164
1718603867466667271,1718603867467416561,11092,2167
1718603867567007649,1718603867568416561,10439,797
1718603867669071991,1718603867669416561,8566,62787
1718603867870771483,1718603867871416561,6782,52168
1718603867971647222,1718603867972416561,7057,55539
1718603868072283674,1718603868073416561,7001,54958
1718603868172987692,1718603868174416561,4886,35709
1718603868274314989,1718603868275416561,2874,31799
1718603868374788700,1718603868376416561,2131,30388
1718603868476222871,1718603868477416561,2195,30516
1718603868576991941,1718603868578416561,2180,30484
1718603868679214852,1718603868679416561,349,26300
1718603868778544467,1718603868780416561,14676,15229
1718603868985945964,1718603868983564880,14096,11458
1718603869083198700,1718603869084564880,13777,9738
1718603869182748066,1718603869185564880,11979,3975
1718603869284101892,1718603869286564880,10905,1781
1718603869385646691,1718603869387564880,10593,1112
1718603869486681693,1718603869488564880,10593,946
1718603869587125631,1718603869589564880,10605,142
1718603869687492685,1718603869690564880,10620,65322
1718603869789261745,1718603869791564880,10637,65302
1718603869889112794,1718603869892564880,10584,65192
1718603869990390495,1718603869993564880,10465,64929
1718603870193167199,1718603870195564880,10465,64943
1718603870294454495,1718603870296564880,10465,64938
1718603870394890442,1718603870397564880,10463,64944
1718603870496306386,1718603870498564880,10459,64939
1718603870597234366,1718603870599564880,10463,64939
1718603870698686462,1718603870700564880,10464,64943
1718603870799611083,1718603870801564880,10462,64950
1718603870900758914,1718603870902564880,10465,64971
1718603871001706071,1718603871003564880,10457,65069
1718603871102163385,1718603871104564880,10406,65158
1718603871202824117,1718603871205564880,10371,407
1718603871310623641,1718603871306564880,10102,626
1718603871405038257,1718603871407564880,9248,63374
1718603871505679484,1718603871508564880,8830,62276
1718603871606518428,1718603871609564880,8434,61035
1718603871707850761,1718603871710564880,8472,61187
1718603871809384851,1718603871811564880,8444,61102
1718603871909759435,1718603871912564880,8398,60990
1718603872010768880,1718603872013564880,8396,60940
1718603872111737207,1718603872114564880,8565,61636
1718603872213047546,1718603872215564880,8726,62256
1718603872313976767,1718603872316564880,8866,62593
1718603872515562871,1718603872518564880,9136,62524
1718603872616966255,1718603872619564880,9087,62611
1718603872717623434,1718603872720564880,8957,62973
1718603872818807362,1718603872821564880,8935,63012
1718603872919893008,1718603872922564880,8910,62909
1718603873020735852,1718603873023564880,8813,63077
1718603873121656073,1718603873124564880,8785,62955
1718603873222942812,1718603873225564880,8652,62815
1718603873323709596,1718603873326564880,8151,61529
1718603873425162691,1718603873427564880,6732,51470
1718603873631914495,1718603873629564880,5317,37329
1718603873727782391,1718603873730564880,6483,47673
1718603873828831633,1718603873831564880,6714,51176
1718603873929641814,1718603873931089975,4886,35838
1718603874030888656,1718603874032089975,2762,31708
1718603874131757558,1718603874133089975,835,27789
1718603874232806190,1718603874234089975,687,27395
1718603874333635127,1718603874335089975,691,27375
1718603874434792630,1718603874436089975,371,26484
1718603874535644329,1718603874537089975,14701,15472
1718603874636784691,1718603874638089975,12905,6269
1718603874838776523,1718603874840089975,11766,3539
1718603874939997199,1718603874941089975,11717,3414
1718603875041184275,1718603875042089975,9841,65185
1718603875141694624,1718603875143089975,7052,55684
1718603875242845695,1718603875244089975,5060,36230
1718603875343683567,1718603875345089975,6201,43847
1718603875444931217,1718603875446089975,6815,53040
1718603875545682236,1718603875547089975,6819,52893
1718603875646672062,1718603875648089975,4705,35200
1718603875747354449,1718603875749089975,3271,32523
1718603875957270038,1718603875951089975,3607,33094
1718603876050454853,1718603876052089975,2648,31382
1718603876151914967,1718603876153089975,16220,24427
1718603876252384059,1718603876254089975,15286,19448
1718603876353624033,1718603876355089975,15286,19413
1718603876454717793,1718603876455735542,15285,19368
1718603876556542029,1718603876556735542,15323,20376
1718603876656776039,1718603876657735542,15324,20829
1718603876757730077,1718603876758735542,15322,20844
1718603876858669531,1718603876859735542,14351,12097
1718603876959668195,1718603876960735542,12574,3636
1718603877161530926,1718603877162735542,11452,1365
1718603877262547086,1718603877263735542,11453,1370
1718603877363985688,1718603877364735542,11449,1368
1718603877464899653,1718603877465735542,11453,1372
1718603877565733416,1718603877566735542,11451,1373
1718603877666575721,1718603877667735542,11451,1384
1718603877767881986,1718603877768735542,11451,1375
1718603877868433515,1718603877869735542,11452,1409
1718603877969565666,1718603877970735542,11452,1427
1718603878070910406,1718603878071735542,11455,1434
1718603878278901009,1718603878273735542,11451,1500
1718603878373500438,1718603878374735542,11450,1599
1718603878474563391,1718603878475735542,11452,1780
1718603878575431605,1718603878576735542,11453,2013
1718603878676304943,1718603878677735542,11453,2036
1718603878777391524,1718603878778735542,11453,2072
1718603878878370636,1718603878879735542,11455,2098
1718603878979986876,1718603878980734445,11455,2088
1718603879081174716,1718603879081734445,11451,2064
1718603879181611879,1718603879182734445,11450,1478
1718603879282402794,1718603879283734445,11451,1392
1718603879484567435,1718603879485734445,11452,1377
1718603879585625506,1718603879586734445,11454,1371
1718603879686617740,1718603879687734445,11452,1368
1718603879787696071,1718603879788734445,11453,1374
1718603879889431023,1718603879889734445,11454,1359
1718603879989658318,1718603879990734445,11454,1374
1718603880090609118,1718603880091734445,11430,1328
1718603880191825795,1718603880192734445,10841,167
1718603880292607319,1718603880293734445,9960,63924
1718603880393463113,1718603880394734445,9897,63757
1718603880600624521,1718603880596734445,9898,63780
1718603880697077014,1718603880697734445,9894,63773
1718603880797672655,1718603880798734445,8482,60675
1718603880899082656,1718603880899734445,6658,50117
1718603880999613356,1718603881000734445,6365,47220
1718603881100678936,1718603881101734445,6363,47192
1718603881201800657,1718603881202734445,5767,42058
1718603881302611740,1718603881303734445,3713,34695
1718603881403527449,1718603881404734445,2998,33293
1718603881504536350,1718603881505977966,3000,33300
1718603881710859841,1718603881707977966,1780,30915
1718603881807930103,1718603881808977966,262,27593
1718603881908715379,1718603881909977966,47,26903
1718603882009470742,1718603882010977966,50,26914
1718603882110918775,1718603882111977966,51,26920
1718603882211574220,1718603882212977966,49,26920
1718603882312439896,1718603882313977966,49,26924
1718603882413592234,1718603882414977966,48,26929
1718603882514568850,1718603882515977966,48,26917
1718603882615455467,1718603882616977966,48,26922
1718603882717017081,1718603882717977966,50,26909
1718603882924367454,1718603882919977966,52,26922
1718603883019942467,1718603883020977966,48,26930
1718603883120892613,1718603883121977966,50,26928
1718603883221851344,1718603883222977966,48,26922
1718603883322607769,1718603883323977966,50,26926
1718603883423602583,1718603883424977966,47,26917
1718603883524706545,1718603883525977966,49,26916
1718603883625594492,1718603883626977966,48,26926
1718603883726655897,1718603883727977966,46,26929
1718603883828140706,1718603883828977966,50,26920
1718603884035463648,1718603884031305887,49,26919
1718603884129447565,1718603884132305887,48,26923
1718603884231452708,1718603884233305887,50,26920
1718603884332553901,1718603884334305887,48,26923
1718603884433845590,1718603884435305887,50,26915
1718603884534742923,1718603884536305887,50,26924
1718603884635604920,1718603884637305887,48,26922
1718603884736913653,1718603884738305887,49,26922
1718603884837781239,1718603884839305887,50,26918
1718603884938645694,1718603884940305887,51,26924
1718603885039656232,1718603885041305887,49,26909
1718603885241858775,1718603885243305887,49,26918
1718603885342776242,1718603885344305887,50,26925
1718603885443529775,1718603885445305887,50,26926
1718603885544550791,1718603885546305887,49,26927
1718603885645765361,1718603885647305887,50,26930
1718603885745389206,1718603885748305887,47,26920
1718603885846505295,1718603885849305887,48,26912
1718603885948370315,1718603885950305887,48,26907
1718603886049927907,1718603886051305887,46,26916
1718603886151193822,1718603886152305887,50,26919
1718603886251693879,1718603886253305887,50,26926
1718603886453590685,1718603886455305887,50,26921
1718603886554528935,1718603886554454662,47,26926
1718603886655878551,1718603886655454662,50,26926
1718603886756710452,1718603886756454662,48,26918
1718603886857693318,1718603886857454662,48,26915
1718603886959036063,1718603886958454662,47,26930
1718603887060350986,1718603887059454662,50,26929
1718603887161298233,1718603887160454662,50,26914
1718603887261944572,1718603887261454662,46,26909
1718603887362706193,1718603887362454662,46,26921
